"Phylum","Genomes.in.phylum","Class","Genomes.in.class","Order","Genomes.in.order","Family","Genomes.in.family","Genus","Genomes.in.genus"
"Firmicutes",20,"Clostridia",11,"Clostridiales",8,"Eubacteriaceae",1,"Acetobacterium",1
"Firmicutes",20,"Clostridia",11,"Clostridiales",8,"Peptostreptococcaceae",1,"Peptoclostridium",1
"Firmicutes",20,"Clostridia",11,"Thermoanaerobacterales",2,"Thermoanaerobacteraceae",2,"Thermoanaerobacter",2
"Firmicutes",20,"Clostridia",11,"Halanaerobiales",1,"Halobacteroidaceae",1,"Halobacteroides",1
"Firmicutes",20,"Bacilli",9,"Bacillales",7,"Bacillaceae",5,"Bacillus",3
"Firmicutes",20,"Bacilli",9,"Bacillales",7,"Bacillaceae",5,"Geobacillus",2
"Firmicutes",20,"Bacilli",9,"Bacillales",7,"Staphylococcaceae",1,"Staphylococcus",1
"Firmicutes",20,"Bacilli",9,"Bacillales",7,"unclassified",1,"Exiguobacterium",1
"Firmicutes",20,"Bacilli",9,"Lactobacillales",2,"Carnobacteriaceae",1,"Carnobacterium",1
"Firmicutes",20,"Bacilli",9,"Lactobacillales",2,"Enterococcaceae",1,"Enterococcus",1
"Actinobacteria",11,"Actinobacteria",11,"Micromonosporales",3,"Micromonosporaceae",3,"Salinispora",2
"Actinobacteria",11,"Actinobacteria",11,"Micromonosporales",3,"Micromonosporaceae",3,"Verrucosispora",1
"Actinobacteria",11,"Actinobacteria",11,"Corynebacteriales",3,"Mycobacteriaceae",2,"Mycobacterium",2
"Actinobacteria",11,"Actinobacteria",11,"Corynebacteriales",3,"Nocardiaceae",1,"Rhodococcus",1
"Actinobacteria",11,"Actinobacteria",11,"Streptomycetales",2,"Streptomycetaceae",2,"Streptomyces",2
"Actinobacteria",11,"Actinobacteria",11,"Pseudonocardiales",2,"Pseudonocardiaceae",2,"Prauserella",1
"Actinobacteria",11,"Actinobacteria",11,"Pseudonocardiales",2,"Pseudonocardiaceae",2,"Saccharomonospora",1
"Actinobacteria",11,"Actinobacteria",11,"Micrococcales",1,"Micrococcaceae",1,"Paenarthrobacter",1
"Nitrospirae",1,"Nitrospira",1,"Nitrospirales",1,"Nitrospiraceae",1,"Nitrospira",1
"Planctomycetes",1,"Planctomycetia",1,"Planctomycetales",1,"Planctomycetaceae",1,"Rhodopirellula",1
