Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_2512571803_NC_016940,3406,VIRSorter_2512571803_NC_016940-gene_561-gene_646,86,2,1,,,gene_561-gene_646:3.26483585939784,,,
VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1,4264,VIRSorter_2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_1656-gene_1755,100,2,3,,,gene_1656-gene_1753:32.73788832406797,gene_1656-gene_1755:6.95328999612429,,
VIRSorter_2516493516_NitteDRAFT_scaffold1_1-circular,1953,VIRSorter_2516493516_NitteDRAFT_scaffold1_1-circular-gene_1828-gene_1876,49,2,1,,,gene_1828-gene_1876:6.32315815746045,,,
VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular,2781,VIRSorter_2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_431-gene_530,100,2,1,,,gene_431-gene_530:22.83535569646252,gene_431-gene_530:18.04300068464224,,
VIRSorter_2517487235_scaffold00006,4444,VIRSorter_2517487235_scaffold00006-gene_2294-gene_2391,98,2,4,,,gene_2343-gene_2391:18.64317510449660,gene_2294-gene_2391:2.05349355108030,,
VIRSorter_2517487235_scaffold00006,4444,VIRSorter_2517487235_scaffold00006-gene_2798-gene_2848,51,2,1,,,gene_2798-gene_2844:17.37199376045024,gene_2799-gene_2848:3.14487227940739,,
VIRSorter_2519109854_F550DRAFT_scaffold00001_1-circular,3236,VIRSorter_2519109854_F550DRAFT_scaffold00001_1-circular-gene_1023-gene_1044,22,2,1,,,gene_1023-gene_1044:2.19444059114648,,,
VIRSorter_2519109854_F550DRAFT_scaffold00001_1-circular,3236,VIRSorter_2519109854_F550DRAFT_scaffold00001_1-circular-gene_1078-gene_1151,74,2,3,,,gene_1078-gene_1151:3.38969865280577,,,
VIRSorter_2521191475_Leiaq_neu_scaffold_2516677483_1,4167,VIRSorter_2521191475_Leiaq_neu_scaffold_2516677483_1-gene_3152-gene_3200,49,2,2,,,gene_3152-gene_3200:7.85599826417981,,,
VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1,4114,VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1-gene_1-gene_82,82,2,2,,,gene_1-gene_82:17.86098894832257,gene_4-gene_82:6.08905258669208,,gene_70-gene_82:3.62381653867472
VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1,4114,VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1-gene_1517-gene_1561,45,2,3,,,gene_1517-gene_1561:19.24291758395674,,,
VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1,4114,VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1-gene_2017-gene_2055,39,2,3,,,gene_2017-gene_2055:17.01319288655689,gene_2017-gene_2054:2.17616933683498,,
VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1,4114,VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1-gene_2113-gene_2204,92,2,7,gene_2122-gene_2204:4.21062933257366,,gene_2113-gene_2204:22.36612156237598,,,
VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1,4114,VIRSorter_2521191523_Phaar_neu_scaffold_2516677464_1-gene_2349-gene_2394,46,2,2,,,gene_2349-gene_2394:19.89635943661361,gene_2350-gene_2392:2.19634466927882,,
VIRSorter_2521194441_CP003845,3795,VIRSorter_2521194441_CP003845-gene_2449-gene_2500,52,2,2,,,gene_2449-gene_2500:22.19294682753624,,,
VIRSorter_2524031326_Shewanella,4136,VIRSorter_2524031326_Shewanella-gene_1665-gene_1720,56,2,4,,,gene_1665-gene_1720:18.83007096406570,,,
VIRSorter_2524031327_Shewanella,3897,VIRSorter_2524031327_Shewanella-gene_3320-gene_3369,50,2,4,,,gene_3320-gene_3369:15.18086065731375,,,
VIRSorter_2524037964_FO203503,4557,VIRSorter_2524037964_FO203503-gene_4414-gene_4444,31,2,1,,,gene_4414-gene_4444:8.70652850592553,,,
VIRSorter_2524708640_K337DRAFT_scaffold00002_2-circular,1105,VIRSorter_2524708640_K337DRAFT_scaffold00002_2-circular-gene_199-gene_268,70,2,4,gene_206-gene_232:5.86807493606343,,gene_199-gene_268:31.18097815436472,gene_233-gene_262:8.71526394607232,,
VIRSorter_2524708640_K337DRAFT_scaffold00002_2-circular,1105,VIRSorter_2524708640_K337DRAFT_scaffold00002_2-circular-gene_776-gene_848,73,2,4,gene_805-gene_829:5.77895519322272,,gene_776-gene_848:31.55141659543888,gene_776-gene_848:6.14361085011041,,
VIRSorter_2526166977_SER39009_Serratia_39006_draft_12-05-13_1,4403,VIRSorter_2526166977_SER39009_Serratia_39006_draft_12-05-13_1-gene_2475-gene_2515,41,2,5,gene_2481-gene_2515:9.26238675747365,,gene_2475-gene_2515:13.58968068009917,,,
VIRSorter_2526166977_SER39009_Serratia_39006_draft_12-05-13_1,4403,VIRSorter_2526166977_SER39009_Serratia_39006_draft_12-05-13_1-gene_4119-gene_4180,62,2,1,gene_4150-gene_4180:6.64909083572709,,gene_4119-gene_4180:12.94071115131786,,,
VIRSorter_2540348203_FO203427,3295,VIRSorter_2540348203_FO203427-gene_2260-gene_2352,93,2,3,,,gene_2260-gene_2352:6.76012068118542,,,
VIRSorter_2540355318_H276DRAFT_scaffold00001_1-circular,3704,VIRSorter_2540355318_H276DRAFT_scaffold00001_1-circular-gene_725-gene_751,27,2,1,,,gene_725-gene_751:7.68335472002552,,,
VIRSorter_2549075848_RCA23c,3168,VIRSorter_2549075848_RCA23c-gene_2282-gene_2353,72,2,1,,,gene_2282-gene_2353:6.68891411919184,gene_2308-gene_2323:2.21122199027117,,
VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1,3571,VIRSorter_2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_2375-gene_2437,63,2,,gene_2386-gene_2406:2.64848086861164,,gene_2375-gene_2437:35.11284230007104,gene_2407-gene_2436:4.55845658982594,,
VIRSorter_2561539978_Calab_Cab_131026_1,3828,VIRSorter_2561539978_Calab_Cab_131026_1-gene_1767-gene_1809,43,2,1,,,gene_1767-gene_1809:19.68981696686404,gene_1768-gene_1809:7.06342750152555,,
VIRSorter_2561539978_Calab_Cab_131026_1,3828,VIRSorter_2561539978_Calab_Cab_131026_1-gene_986-gene_1083,98,2,4,,,gene_986-gene_1083:36.68125973639618,gene_986-gene_1083:14.27419393300291,,
VIRSorter_2561541728_CP006605,3414,VIRSorter_2561541728_CP006605-gene_373-gene_388,16,2,,,gene_373-gene_387:18.41202741850059,gene_375-gene_388:4.07031619718831,,,
VIRSorter_2561541728_CP006605,3414,VIRSorter_2561541728_CP006605-gene_661-gene_756,96,2,7,gene_682-gene_709:2.72155828493135,,gene_661-gene_756:21.56613720011871,,,
VIRSorter_2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1,2522,VIRSorter_2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1-gene_509-gene_571,63,2,3,,,gene_509-gene_571:37.64924935336433,gene_509-gene_563:7.50749261655205,,gene_541-gene_566:4.35190630816225
VIRSorter_2571156966_P166DRAFT_scf7180000000008_quiver_2,2328,VIRSorter_2571156966_P166DRAFT_scf7180000000008_quiver_2-gene_408-gene_460,53,2,6,,,gene_408-gene_460:17.24010152920404,,,
VIRSorter_2597512639_Ga0036914_gi564132530_1,3993,VIRSorter_2597512639_Ga0036914_gi564132530_1-gene_1144-gene_1181,38,2,1,,,gene_1144-gene_1181:8.01155386645225,,,
VIRSorter_2597512639_Ga0036914_gi564132530_1,3993,VIRSorter_2597512639_Ga0036914_gi564132530_1-gene_2218-gene_2230,13,2,1,,,gene_2218-gene_2230:3.31871971756193,,,
VIRSorter_2597520218_Ga0032872_gi461490773_1,3572,VIRSorter_2597520218_Ga0032872_gi461490773_1-gene_433-gene_482,50,2,2,,,gene_433-gene_482:16.53423242905831,,,
VIRSorter_2619690354_Ga0074067_11,4508,VIRSorter_2619690354_Ga0074067_11-gene_1683-gene_1739,57,2,3,gene_1706-gene_1722:5.30988608066460,,gene_1683-gene_1739:28.92757525862228,,,
VIRSorter_2619690354_Ga0074067_11,4508,VIRSorter_2619690354_Ga0074067_11-gene_3009-gene_3089,81,2,3,,,gene_3009-gene_3089:18.29307995173201,,,
VIRSorter_2619690354_Ga0074067_11,4508,VIRSorter_2619690354_Ga0074067_11-gene_3758-gene_3822,65,2,4,gene_3760-gene_3818:3.30034608294957,,gene_3758-gene_3822:21.66999632664385,,,
VIRSorter_2622780072_scf7180000000004,3532,VIRSorter_2622780072_scf7180000000004-gene_1974-gene_2082,109,2,,gene_1974-gene_2031:2.23777047190015,,gene_1974-gene_2051:32.70397258285752,gene_1983-gene_2082:5.14751041151833,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_1061-gene_1110,50,2,4,gene_1075-gene_1110:5.53778812640570,,gene_1061-gene_1101:20.36105154477809,,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_1311-gene_1407,97,2,3,gene_1353-gene_1406:10.19711001664787,,gene_1311-gene_1407:29.86135030909610,,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_2109-gene_2159,51,2,5,,,gene_2109-gene_2159:17.23191399535805,,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_2299-gene_2332,34,2,4,gene_2309-gene_2330:3.37111947297437,,gene_2299-gene_2332:9.40936445222480,,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_2401-gene_2446,46,2,5,gene_2401-gene_2431:5.66746148560610,,gene_2401-gene_2446:23.72412647672626,,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_2747-gene_2790,44,2,4,,,gene_2747-gene_2790:15.64831393662267,,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_728-gene_784,57,2,4,gene_738-gene_781:10.47628342521803,,gene_728-gene_784:27.26203009661169,,,
VIRSorter_2627853750_Ga0079189_11,2988,VIRSorter_2627853750_Ga0079189_11-gene_829-gene_853,25,2,2,gene_835-gene_847:4.37992438216799,,gene_829-gene_853:7.98776694271766,,,
VIRSorter_2627905620_Ga0077997_11,3407,VIRSorter_2627905620_Ga0077997_11-gene_2471-gene_2532,62,2,4,gene_2471-gene_2531:24.24309900628263,,gene_2471-gene_2532:36.83361117908963,,,
VIRSorter_2630977688_Ga0081189_11-circular,3477,VIRSorter_2630977688_Ga0081189_11-circular-gene_398-gene_473,76,2,1,,,gene_398-gene_473:2.92162634726043,,,
VIRSorter_2631013058_Ga0046381_11,4521,VIRSorter_2631013058_Ga0046381_11-gene_2102-gene_2153,52,2,4,,,gene_2102-gene_2153:10.48377333625333,,,
VIRSorter_2631013058_Ga0046381_11,4521,VIRSorter_2631013058_Ga0046381_11-gene_2879-gene_2918,40,2,9,gene_2879-gene_2904:11.91503014543739,,gene_2879-gene_2918:19.50660081435531,,,
VIRSorter_2631013058_Ga0046381_11,4521,VIRSorter_2631013058_Ga0046381_11-gene_770-gene_828,59,2,3,,,gene_770-gene_828:20.64626280496510,,,
VIRSorter_2643222989_Cab_131026,3827,VIRSorter_2643222989_Cab_131026-gene_190-gene_232,43,2,1,,,gene_190-gene_232:19.68993205749195,gene_191-gene_232:7.06354259215347,,
VIRSorter_2643222989_Cab_131026,3827,VIRSorter_2643222989_Cab_131026-gene_3237-gene_3334,98,2,4,,,gene_3237-gene_3334:36.68137482702409,gene_3237-gene_3334:14.27430902363083,,
VIRSorter_2645768409_Ga0069294_12,3372,VIRSorter_2645768409_Ga0069294_12-gene_1623-gene_1692,70,2,,,gene_1635-gene_1688:10.04681675824869,gene_1623-gene_1692:27.65745862669826,gene_1623-gene_1687:12.67808640635706,,
VIRSorter_2648578723_Ga0045936_12,3258,VIRSorter_2648578723_Ga0045936_12-gene_1323-gene_1352,30,2,1,,,gene_1323-gene_1352:3.55205241024693,,,
VIRSorter_2648578723_Ga0045936_12,3258,VIRSorter_2648578723_Ga0045936_12-gene_1412-gene_1459,48,2,3,,,gene_1412-gene_1459:3.11061036233367,,,
VIRSorter_2648578723_Ga0045936_12,3258,VIRSorter_2648578723_Ga0045936_12-gene_2016-gene_2109,94,2,3,,,gene_2016-gene_2109:31.70663270053215,gene_2051-gene_2108:6.32180478387866,,gene_2017-gene_2099:2.94237176410947
VIRSorter_2667541935_Ga0102658_12,3391,VIRSorter_2667541935_Ga0102658_12-gene_1305-gene_1353,49,2,4,,,gene_1305-gene_1353:14.63482395545050,,,
VIRSorter_2667542034_Ga0114080_11,4695,VIRSorter_2667542034_Ga0114080_11-gene_2639-gene_2706,68,2,6,gene_2639-gene_2693:4.30666551077989,,gene_2641-gene_2706:37.01993085557314,,,
VIRSorter_2667542047_Ga0105927_11,3982,VIRSorter_2667542047_Ga0105927_11-gene_2039-gene_2135,97,2,3,,,gene_2039-gene_2135:29.73463893948845,,,
VIRSorter_2667542047_Ga0105927_11,3982,VIRSorter_2667542047_Ga0105927_11-gene_2614-gene_2700,87,2,2,,,gene_2614-gene_2700:25.04844409899180,gene_2648-gene_2694:4.98647151720545,,
VIRSorter_2667542047_Ga0105927_11,3982,VIRSorter_2667542047_Ga0105927_11-gene_3574-gene_3693,120,2,2,,,gene_3574-gene_3673:43.63644804069963,gene_3596-gene_3693:14.25682434971691,,
VIRSorter_2687454401_Ga0133388_11,3994,VIRSorter_2687454401_Ga0133388_11-gene_2030-gene_2133,104,2,3,gene_2046-gene_2133:3.27032270887526,,gene_2030-gene_2128:30.91298356886326,,,
VIRSorter_2687454401_Ga0133388_11,3994,VIRSorter_2687454401_Ga0133388_11-gene_2609-gene_2695,87,2,2,,,gene_2609-gene_2695:23.90337538762661,gene_2647-gene_2689:2.99932187706700,,
VIRSorter_2687454401_Ga0133388_11,3994,VIRSorter_2687454401_Ga0133388_11-gene_3574-gene_3703,130,2,2,,,gene_3574-gene_3673:43.63512329798897,gene_3610-gene_3703:10.72338218036954,,
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_1827-gene_1905,79,2,4,gene_1839-gene_1904:3.90227415064327,,gene_1827-gene_1905:33.34258904586956,,gene_1836-gene_1897:4.00021974931996,
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_1827-gene_1921,95,2,4,gene_1847-gene_1904:2.24597994601335,,gene_1827-gene_1905:33.33723605457699,gene_1827-gene_1921:2.67358025004063,gene_1836-gene_1897:4.00021974931996,gene_1827-gene_1907:5.34274396556903
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_2185-gene_2236,52,2,4,gene_2191-gene_2236:3.78154974411546,,gene_2185-gene_2236:22.22685843694167,,,
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_2318-gene_2342,25,2,2,,,gene_2318-gene_2342:6.44467243010088,gene_2318-gene_2341:2.22860409864391,,
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_24-gene_42,19,2,2,gene_32-gene_41:2.04528703503716,,gene_24-gene_42:5.60418746813786,,,
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_2644-gene_2739,96,2,4,gene_2657-gene_2739:50.13476418022485,,gene_2644-gene_2739:45.87144497203548,,gene_2651-gene_2736:7.67699545529434,gene_2645-gene_2736:4.39612233555071
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_2646-gene_2776,131,2,4,gene_2657-gene_2739:7.77069316240574,,gene_2646-gene_2739:32.94214635500906,gene_2685-gene_2776:2.12637912802587,gene_2651-gene_2736:7.67699545529434,
VIRSorter_2690318780_Ga0045920_11,3514,VIRSorter_2690318780_Ga0045920_11-gene_872-gene_919,48,2,5,gene_894-gene_912:6.88050427148308,,gene_872-gene_919:23.04424680348681,,,
VIRSorter_2718228072_Ga0174827_11,2367,VIRSorter_2718228072_Ga0174827_11-gene_1031-gene_1050,20,2,5,,,gene_1031-gene_1050:6.43965695439274,,,
VIRSorter_2718228132_Ga0175156_11,5492,VIRSorter_2718228132_Ga0175156_11-gene_1968-gene_2025,58,2,4,,,gene_1968-gene_2025:14.93604858309200,gene_1968-gene_2024:4.03189393023436,,
VIRSorter_2718228555_Ga0175862_11,3396,VIRSorter_2718228555_Ga0175862_11-gene_1409-gene_1459,51,2,2,,,gene_1409-gene_1459:8.05358824760648,,,
VIRSorter_2718228555_Ga0175862_11,3396,VIRSorter_2718228555_Ga0175862_11-gene_3261-gene_3359,99,2,2,,,gene_3261-gene_3359:20.23378849360879,,,
VIRSorter_2718228560_Ga0175864_11,2708,VIRSorter_2718228560_Ga0175864_11-gene_679-gene_734,56,2,4,gene_679-gene_729:2.55548038509293,,gene_681-gene_734:15.25555900319413,,,
VIRSorter_2718228709_Ga0175363_11,3828,VIRSorter_2718228709_Ga0175363_11-gene_1767-gene_1809,43,2,1,,,gene_1767-gene_1809:19.68981696686404,gene_1768-gene_1809:7.06342750152555,,
VIRSorter_2718228709_Ga0175363_11,3828,VIRSorter_2718228709_Ga0175363_11-gene_986-gene_1083,98,2,4,,,gene_986-gene_1083:36.68125973639618,gene_986-gene_1083:14.27419393300291,,
VIRSorter_2718229246_Ga0175211_11,2700,VIRSorter_2718229246_Ga0175211_11-gene_1629-gene_1696,68,2,4,gene_1630-gene_1680:13.81761247466119,,gene_1629-gene_1696:34.58228488200452,,,
VIRSorter_2721800935_Ga0175699_12,4233,VIRSorter_2721800935_Ga0175699_12-gene_1067-gene_1088,22,2,1,,,gene_1067-gene_1088:5.89866153046170,,,
VIRSorter_2721800935_Ga0175699_12,4233,VIRSorter_2721800935_Ga0175699_12-gene_2045-gene_2143,99,2,4,,,gene_2045-gene_2143:15.57743270029720,gene_2062-gene_2143:4.65341887718084,,
VIRSorter_2724812406_K01M1_chromosome1,3086,VIRSorter_2724812406_K01M1_chromosome1-gene_1233-gene_1277,45,2,4,gene_1244-gene_1276:2.80669500802978,,gene_1233-gene_1277:16.26579530762643,,,
VIRSorter_2724812408_K04M1_chromosome1,3098,VIRSorter_2724812408_K04M1_chromosome1-gene_1240-gene_1284,45,2,4,gene_1251-gene_1283:2.80497955689126,,gene_1240-gene_1284:16.26407985648791,,,
VIRSorter_2724812413_K04M3_chromosome1,3104,VIRSorter_2724812413_K04M3_chromosome1-gene_1209-gene_1253,45,2,4,gene_1220-gene_1252:2.80412436564301,,gene_1209-gene_1253:16.26322466523966,,,
VIRSorter_2724812416_K04M5_chromosome1,3080,VIRSorter_2724812416_K04M5_chromosome1-gene_1207-gene_1251,45,2,4,gene_1218-gene_1250:2.80755528130262,,gene_1207-gene_1251:16.26665558089928,,,
VIRSorter_2724812419_K05K4_chromosome1,3105,VIRSorter_2724812419_K05K4_chromosome1-gene_1231-gene_1275,45,2,4,gene_1242-gene_1274:2.80398199734739,,gene_1231-gene_1275:16.26308229694403,,,
VIRSorter_2724812419_K05K4_chromosome1,3105,VIRSorter_2724812419_K05K4_chromosome1-gene_1556-gene_1571,16,2,1,,gene_1557-gene_1569:19.29835091255004,gene_1556-gene_1571:5.47731281934993,,,
VIRSorter_2724812723_K06K5_chromosome1,3091,VIRSorter_2724812723_K06K5_chromosome1-gene_1241-gene_1285,45,2,4,gene_1252-gene_1284:2.80597941307153,,gene_1241-gene_1285:16.26507971266818,,,
VIRSorter_2724812731_K09K1_contig000002,3096,VIRSorter_2724812731_K09K1_contig000002-gene_1-gene_23,23,2,2,gene_2-gene_23:3.35542037276465,gene_2-gene_22:39.30842967412596,gene_1-gene_23:10.25644425072498,,,
VIRSorter_2724812731_K09K1_contig000002,3096,VIRSorter_2724812731_K09K1_contig000002-gene_302-gene_346,45,2,4,gene_303-gene_335:2.80526499527281,,gene_302-gene_346:16.26436529486946,,,
VIRSorter_2724812731_K09K1_contig000002,3096,VIRSorter_2724812731_K09K1_contig000002-gene_3087-gene_3096,10,2,,,gene_3087-gene_3096:7.48839640934146,,,,
VIRSorter_2724812732_K10K4_chromosome1,3114,VIRSorter_2724812732_K10K4_chromosome1-gene_1209-gene_1253,45,2,4,gene_1220-gene_1252:2.80270277850821,,gene_1209-gene_1253:16.26180307810486,,,
VIRSorter_2724812732_K10K4_chromosome1,3114,VIRSorter_2724812732_K10K4_chromosome1-gene_1531-gene_1545,15,2,1,,gene_1532-gene_1543:19.80861924289462,gene_1531-gene_1545:4.79348382430367,,,
VIRSorter_2724812734_K08M3_chromosome1,3087,VIRSorter_2724812734_K08M3_chromosome1-gene_1230-gene_1274,45,2,4,gene_1241-gene_1273:2.80655179467913,,gene_1230-gene_1274:16.26565209427578,,,
VIRSorter_2728434717_Ga0175483_11,5078,VIRSorter_2728434717_Ga0175483_11-gene_2295-gene_2331,37,2,1,,,gene_2295-gene_2331:3.29418066949518,,,
VIRSorter_2728434717_Ga0175483_11,5078,VIRSorter_2728434717_Ga0175483_11-gene_3929-gene_4004,76,2,3,,,gene_3929-gene_4004:29.81178849791814,gene_3933-gene_4004:2.38141017766948,,
VIRSorter_2728434717_Ga0175483_11,5078,VIRSorter_2728434717_Ga0175483_11-gene_4898-gene_4949,52,2,4,,,gene_4898-gene_4949:16.28390161032101,,,
VIRSorter_637000159_NC_003911,3974,VIRSorter_637000159_NC_003911-gene_1040-gene_1075,36,2,2,,,gene_1040-gene_1075:11.90966927817894,gene_1046-gene_1075:6.84096063594688,,
VIRSorter_637000172_NC_004193,3591,VIRSorter_637000172_NC_004193-gene_158-gene_257,100,2,1,,,gene_158-gene_257:2.85901748697385,,,
VIRSorter_637000284_NC_006138,3084,VIRSorter_637000284_NC_006138-gene_1537-gene_1593,57,2,2,,,gene_1544-gene_1593:14.03028898248288,gene_1537-gene_1592:3.09858148268914,,
VIRSorter_637000284_NC_006138,3084,VIRSorter_637000284_NC_006138-gene_1986-gene_2086,101,2,4,,,gene_1986-gene_2079:25.79792146403620,gene_1991-gene_2086:7.39776030787682,,
VIRSorter_637000312_NC_006370,3552,VIRSorter_637000312_NC_006370-gene_1312-gene_1372,61,2,3,,,gene_1312-gene_1372:13.52506077028019,gene_1315-gene_1346:2.66311644445183,,
VIRSorter_637000323_NC_006510,3531,VIRSorter_637000323_NC_006510-gene_498-gene_574,77,2,6,gene_540-gene_571:6.22441306956573,,gene_498-gene_574:38.59278214705590,gene_505-gene_541:5.35563903149904,,gene_504-gene_539:6.40651584043703
