Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_2654632964_Ga0111206_129-circular,62,VIRSorter_2654632964_Ga0111206_129-circular,62,2,2,,,30.78418437,gene_2-gene_62:15.65159022678971,2.018721593,gene_15-gene_55:8.28377001902608
VIRSorter_2675939236_Ga0104442_125-circular,100,VIRSorter_2675939236_Ga0104442_125-circular,100,2,4,,,51.577076,gene_2-gene_96:23.56507075827526,,gene_38-gene_99:8.33033391888241
VIRSorter_651331075_NZ_AEVK01000129-circular,14,VIRSorter_651331075_NZ_AEVK01000129-circular,14,2,,,gene_5-gene_14:6.01539271231419,gene_4-gene_14:6.27436433681653,gene_2-gene_11:2.76859993254432,,
VIRSorter_2235762201_A164I21DRAFT_NODE-unique_20_len_12046_20-circular,10,VIRSorter_2235762201_A164I21DRAFT_NODE-unique_20_len_12046_20-circular,10,3,,,,5.186915253,3.944691192,,
VIRSorter_2236662105_A300J16DRAFT_NODE-unique_30_len_7868_30-circular,11,VIRSorter_2236662105_A300J16DRAFT_NODE-unique_30_len_7868_30-circular,11,3,,,,gene_3-gene_12:4.70979399864458,gene_3-gene_12:3.46756993688033,,gene_3-gene_12:2.30937761663574
VIRSorter_2264418464_A3IMDRAFT_NODE-unique_50_len_8879_50-circular,13,VIRSorter_2264418464_A3IMDRAFT_NODE-unique_50_len_8879_50-circular,13,3,,,,gene_2-gene_13:5.46424311617237,gene_2-gene_13:5.46424311617237,,
VIRSorter_2264418709_A39GDRAFT_NODE-unique_15_len_8869_15-circular,13,VIRSorter_2264418709_A39GDRAFT_NODE-unique_15_len_8869_15-circular,13,3,,,,gene_3-gene_13:4.82386160450743,gene_3-gene_13:4.82386160450743,,
VIRSorter_2515155580_FiPS3_scaffold_68_len_7742_splicings_1_69-circular,13,VIRSorter_2515155580_FiPS3_scaffold_68_len_7742_splicings_1_69-circular,13,3,,,,6.107520721,6.107520721,,5.309268473
VIRSorter_2515164794_B164DRAFT_scaffold_46_47-circular,21,VIRSorter_2515164794_B164DRAFT_scaffold_46_47-circular,21,3,,,,4.103502546,gene_2-gene_20:3.99790173514660,,
VIRSorter_2519123457_F609DRAFT_scaffold00054_54-circular,7,VIRSorter_2519123457_F609DRAFT_scaffold00054_54-circular,7,3,,,,4.741199016,4.741199016,,
VIRSorter_2523242098_G551DRAFT_scaffold00017_17-circular,19,VIRSorter_2523242098_G551DRAFT_scaffold00017_17-circular,19,3,,,,gene_1-gene_16:5.85245411198259,gene_2-gene_16:2.94577641989818,,
VIRSorter_2527322931_AB750C22904_contig_14_0_15-circular,20,VIRSorter_2527322931_AB750C22904_contig_14_0_15-circular,20,3,,,,gene_4-gene_20:5.11456894833474,gene_4-gene_17:3.34819236688549,,
VIRSorter_2548977535_OA9DRAFT_AIDA01000033_1_33-circular,7,VIRSorter_2548977535_OA9DRAFT_AIDA01000033_1_33-circular,7,3,,,2.245565105,4.741199016,3.305075461,,
VIRSorter_2548979314_OAYDRAFT_AIDO01000035_1_35-circular,29,VIRSorter_2548979314_OAYDRAFT_AIDO01000035_1_35-circular,29,3,,,,gene_0-gene_26:5.40446605709669,gene_0-gene_26:2.74266264803545,,
VIRSorter_2548979564_OAUDRAFT_AIDL01000045_1_45-circular,9,VIRSorter_2548979564_OAUDRAFT_AIDL01000045_1_45-circular,9,3,,,,4.55410923,3.361110201,,
VIRSorter_2548980222_OC3DRAFT_AIDP01000117_1_117-circular,6,VIRSorter_2548980222_OC3DRAFT_AIDP01000117_1_117-circular,6,3,,,,4.06388487,2.692064558,,
VIRSorter_2551323064_A1QSDRAFT_AJYS01000079_1_79-circular,23,VIRSorter_2551323064_A1QSDRAFT_AJYS01000079_1_79-circular,23,3,,,,gene_3-gene_21:10.84777945743660,gene_3-gene_21:6.11648452468717,,
VIRSorter_2551325204_A1QQDRAFT_AJYR01000227_1_227-circular,10,VIRSorter_2551325204_A1QQDRAFT_AJYR01000227_1_227-circular,10,3,,,2.091192745,5.186915253,3.944691192,,
VIRSorter_2551333247_A361DRAFT_ALEG01000018_1_18-circular,16,VIRSorter_2551333247_A361DRAFT_ALEG01000018_1_18-circular,16,3,,,,7.603765464,gene_2-gene_16:6.95400650654523,,
VIRSorter_2558862660_P400DRAFT_scaffold00002_2-circular,46,VIRSorter_2558862660_P400DRAFT_scaffold00002_2-circular,46,3,,,,12.91894295,gene_13-gene_46:6.26776145063179,,
VIRSorter_2574179863_BO22DRAFT_scaffold00052_52-circular,17,VIRSorter_2574179863_BO22DRAFT_scaffold00052_52-circular,17,3,,,,gene_2-gene_17:9.28072382050138,gene_2-gene_17:7.49462099507435,,gene_4-gene_16:2.44681173147319
VIRSorter_2574185089_BS52DRAFT_scaffold00074_74-circular,9,VIRSorter_2574185089_BS52DRAFT_scaffold00074_74-circular,9,3,,,,4.55410923,4.55410923,,
VIRSorter_2597547862_Ga0061122_scaffold00108_108-circular,11,VIRSorter_2597547862_Ga0061122_scaffold00108_108-circular,11,3,,,,5.34674035,5.34674035,,
VIRSorter_2630977685_Ga0081187_12-circular,11,VIRSorter_2630977685_Ga0081187_12-circular,11,3,,,,6.973334341,6.973334341,,gene_2-gene_11:3.35584926293010
VIRSorter_2651911207_Ga0110942_1176-circular,6,VIRSorter_2651911207_Ga0110942_1176-circular,6,3,,,,2.692064558,2.692064558,,4.259637311
VIRSorter_2654625850_Ga0111158_1002-circular,132,VIRSorter_2654625850_Ga0111158_1002-circular,132,3,,,,gene_34-gene_133:56.94357366658363,gene_7-gene_102:48.74735116138801;gene_119-gene_133:4.55002854287588,gene_11-gene_110:11.46872014026853,gene_40-gene_123:12.13185350955590
VIRSorter_643692037_NC_012439-circular,68,VIRSorter_643692037_NC_012439-circular,68,3,,,,17.34550986,12.503058,,
VIRSorter_647533883_NZ_DS999358-circular,48,VIRSorter_647533883_NZ_DS999358-circular,48,3,,,,6.336631361,2.190391702,,
VIRSorter_651331101_NZ_AEVK01000155-circular,6,VIRSorter_651331101_NZ_AEVK01000155-circular,6,3,,,2.312335313,4.06388487,2.692064558,,
